Пирамидальная сортировка, Отсортированный в обратном порядке, 100000, 0.0596723 сек
Пирамидальная сортировка, Отсортированный, 1000, 0.0003644 сек
Пирамидальная сортировка, Отсортированный, 10000, 0.0050646 сек
Пирамидальная сортировка, Отсортированный, 20000, 0.0112107 сек
Пирамидальная сортировка, Отсортированный, 30000, 0.017676 сек
Пирамидальная сортировка, Отсортированный, 40000, 0.0236129 сек
Пирамидальная сортировка, Отсортированный, 50000, 0.0301764 сек
Пирамидальная сортировка, Отсортированный, 60000, 0.0370793 сек
Пирамидальная сортировка, Отсортированный, 70000, 0.0434836 сек
Пирамидальная сортировка, Отсортированный, 80000, 0.0505552 сек
Пирамидальная сортировка, Отсортированный, 90000, 0.0576033 сек
Пирамидальная сортировка, Отсортированный, 100000, 0.0653542 сек
